brand,model,year,mileage,fuel,gearbox,vehicle_condition,car_body,horsepower,engine_size,number_of_owners,accident_history,import_or_local,location,color,air_conditioning,parking_sensor,rear_camera,sunroof,alloy_wheels,bluetooth,gps,price
Peugeot,206,2005,281980,Essence,Manuelle,bon etat,monospace,147,2.0,1,1,local,Bizerte,bleu,0,1,0,1,0,0,0,2000
Volkswagen,Golf 6,2006,195537,Essence,Manuelle,tres bon etat,SUV,184,2.1,1,0,local,Kairouan,noir,1,0,1,0,0,0,1,2000
Ford,Kuga,2022,49256,Diesel,Automatique,moyen,compacte,91,1.4,1,0,imported,Tunis,rouge,1,0,0,0,0,1,1,15442
Kia,Sportage,2015,143310,Essence,Manuelle,bon etat,compacte,129,1.4,3,0,local,Sousse,vert,1,1,1,0,0,0,0,6373
Chery,Tiggo,2018,76546,Essence,Automatique,a reparer,berline,164,1.9,2,0,local,Tunis,argent,0,0,0,0,1,0,1,5940
Audi,Q3,2015,46040,Essence,Automatique,moyen,break,129,1.6,1,0,imported,Bizerte,bleu,1,0,1,0,0,0,1,21261
Renault,Captur,2011,172629,Diesel,Automatique,excellent,berline,127,1.7,1,1,local,Tunis,rouge,1,0,0,1,1,1,1,3143
Ford,Fiesta,2011,295707,Essence,Manuelle,bon etat,compacte,118,1.4,1,1,local,Kairouan,rouge,0,0,1,1,0,0,1,2000
Suzuki,Celerio,2019,77597,Diesel,Manuelle,moyen,monospace,157,2.2,1,0,local,Ariana,bleu,0,0,1,1,0,0,1,9061
Opel,Astra,2013,139317,Essence,Manuelle,bon etat,break,149,1.7,1,0,local,Gabes,beige,0,0,1,0,0,1,1,3580
Chery,Arrizo,2021,63252,Diesel,Manuelle,excellent,citadine,87,1.3,1,0,local,Gafsa,bleu,0,0,1,1,1,0,0,12979
Dacia,Logan,2005,417775,Diesel,Automatique,bon etat,berline,111,1.4,1,0,local,Ben Arous,gris,0,0,1,0,1,1,1,2000
Opel,Astra,2015,219278,Essence,Manuelle,tres bon etat,compacte,88,1.1,1,0,local,Gafsa,rouge,0,0,1,0,1,1,1,3511
Nissan,Qashqai,2015,26138,Essence,Manuelle,bon etat,SUV,141,1.5,1,0,local,Ben Arous,vert,1,1,1,1,0,1,1,10928
Mercedes,E200,2010,47189,Essence,Automatique,tres bon etat,compacte,112,1.3,3,0,imported,Sousse,blanc,0,0,1,1,1,1,0,17984
BMW,116i,2016,127285,Essence,Manuelle,tres bon etat,citadine,92,1.4,1,0,imported,Ariana,noir,0,1,1,0,0,0,0,26612
Mercedes,C200,2016,174021,Diesel,Manuelle,moyen,berline,154,2.2,1,0,imported,Kairouan,blanc,0,0,0,0,1,0,0,20110
Opel,Corsa,2005,403005,Diesel,Manuelle,excellent,break,121,1.6,1,1,local,Gafsa,blanc,1,0,1,1,0,1,1,2000
BMW,320i,2011,256075,Essence,Manuelle,tres bon etat,citadine,81,0.9,3,0,imported,Gabes,noir,1,1,1,0,0,0,1,11119
Dacia,Sandero,2019,52930,Essence,Manuelle,bon etat,SUV,155,2.1,1,0,local,Gabes,blanc,0,0,0,0,0,1,0,6831
Kia,Rio,2018,75806,Diesel,Manuelle,bon etat,citadine,66,0.9,3,0,local,Ben Arous,noir,0,1,1,1,1,0,0,10747
Fiat,Punto,2007,437144,Diesel,Manuelle,bon etat,compacte,126,1.7,4,0,imported,Ben Arous,vert,0,1,1,0,0,1,1,2000
Toyota,Corolla,2011,191973,Essence,Manuelle,moyen,break,102,1.4,1,0,imported,Gabes,rouge,0,0,0,1,0,0,1,2357
Chery,Tiggo,2009,95754,Diesel,Manuelle,tres bon etat,break,157,1.7,1,0,local,Ben Arous,beige,0,1,1,1,0,0,0,3467
Audi,Q3,2015,146627,Essence,Manuelle,moyen,break,159,2.0,1,0,local,Sfax,argent,0,1,1,0,1,0,0,16666
Kia,Rio,2009,282066,Essence,Manuelle,bon etat,monospace,150,1.8,4,0,local,Sousse,rouge,1,1,0,0,0,0,1,2000
Nissan,Micra,2007,193048,Diesel,Automatique,bon etat,monospace,103,1.6,2,0,imported,Ben Arous,vert,0,0,1,0,0,0,0,2000
Dacia,Duster,2012,137299,Diesel,Manuelle,excellent,berline,157,2.4,1,0,local,Bizerte,argent,0,0,1,1,1,0,0,3382
Mercedes,C180,2022,58126,Essence,Automatique,bon etat,citadine,91,1.2,1,0,imported,Bizerte,beige,0,0,0,1,0,0,0,53220
Nissan,Micra,2023,27111,Essence,Automatique,moyen,monospace,155,1.9,1,0,local,Bizerte,vert,0,1,0,1,0,1,0,16897
Ford,Kuga,2013,71773,Diesel,Manuelle,bon etat,compacte,109,1.3,1,0,local,Gabes,bleu,0,0,1,0,0,0,1,5591
Volkswagen,Golf 4,2005,436550,Essence,Automatique,bon etat,berline,168,2.0,1,0,local,Ariana,bleu,0,1,0,1,1,1,0,2000
Kia,Cerato,2018,101584,Essence,Manuelle,excellent,monospace,107,1.8,1,0,local,Nabeul,vert,0,1,1,0,0,1,1,11645
Audi,Q3,2016,147201,Diesel,Automatique,bon etat,monospace,106,1.5,2,0,imported,Gabes,argent,1,0,1,1,0,1,0,25741
Mercedes,C200,2009,299074,Diesel,Manuelle,tres bon etat,SUV,141,1.9,2,0,local,Nabeul,blanc,1,0,0,0,1,0,1,6631
Nissan,Micra,2009,213619,Diesel,Automatique,moyen,citadine,91,1.2,2,0,local,Nabeul,beige,0,0,0,0,1,1,1,2000
Renault,Clio,2007,376379,Diesel,Manuelle,tres bon etat,break,129,1.7,2,0,local,Bizerte,vert,0,0,0,0,1,1,0,2000
Chery,Tiggo,2018,160219,Essence,Manuelle,moyen,break,113,1.3,2,1,local,Sousse,bleu,0,1,1,1,0,0,1,5684
BMW,X1,2018,129813,Essence,Manuelle,tres bon etat,compacte,122,1.5,3,0,local,Kairouan,bleu,0,0,1,0,1,0,0,29202
Dacia,Logan,2011,343631,Essence,Automatique,excellent,monospace,140,1.7,2,0,local,Tunis,gris,1,1,0,0,0,0,1,2000
Dacia,Sandero,2022,55503,Diesel,Manuelle,tres bon etat,citadine,63,0.9,1,0,local,Gabes,noir,0,1,0,0,0,0,0,10891
Dacia,Sandero,2013,175404,Essence,Manuelle,a reparer,monospace,113,1.3,3,1,imported,Bizerte,rouge,0,0,1,0,0,0,0,2000
Mitsubishi,Outlander,2024,4132,Essence,Manuelle,excellent,compacte,121,1.3,1,1,local,Nabeul,bleu,1,0,0,1,1,0,0,21129
Mercedes,GLA,2023,25759,Hybride,Manuelle,bon etat,citadine,91,1.0,3,0,local,Ariana,noir,0,0,1,0,0,1,0,57162
Fiat,Punto,2011,193026,Diesel,Manuelle,tres bon etat,citadine,85,0.9,3,0,local,Ariana,beige,0,0,1,0,1,1,1,2000
Suzuki,Swift,2013,67562,Diesel,Manuelle,tres bon etat,monospace,149,1.8,4,1,local,Tunis,vert,0,0,0,0,0,1,0,3071
Volkswagen,Passat,2007,360615,Essence,Manuelle,bon etat,berline,158,2.5,1,0,local,Ben Arous,argent,1,0,1,1,0,0,0,2000
Renault,Clio,2007,265552,Diesel,Manuelle,bon etat,break,116,1.4,2,0,local,Gafsa,noir,1,0,0,0,0,1,0,2000
Fiat,Punto,2006,365665,Diesel,Manuelle,tres bon etat,berline,131,1.6,1,0,imported,Gafsa,rouge,1,0,0,1,0,0,0,2000
Volkswagen,Polo,2018,125346,Essence,Automatique,tres bon etat,berline,131,1.6,1,0,local,Ariana,blanc,1,0,1,1,0,0,1,14761
Nissan,X-Trail,2018,172209,Essence,Manuelle,tres bon etat,SUV,212,2.5,4,0,local,Nabeul,beige,0,1,1,0,0,1,0,9847
Fiat,500,2019,69068,Essence,Automatique,bon etat,monospace,147,2.0,1,0,imported,Sousse,argent,0,0,1,1,0,1,0,9654
Ford,Fiesta,2019,104951,Essence,Manuelle,tres bon etat,berline,114,1.7,1,1,local,Sousse,beige,1,0,1,0,1,0,1,8442
Fiat,500,2011,93532,Hybride,Manuelle,bon etat,break,113,2.0,2,0,local,Bizerte,noir,0,1,0,0,1,1,0,3116
Kia,Picanto,2017,120090,Essence,Manuelle,tres bon etat,monospace,152,2.0,2,0,local,Kairouan,noir,1,0,1,0,1,1,0,8015
Fiat,500,2014,248830,Essence,Manuelle,tres bon etat,SUV,196,2.3,2,1,imported,Gafsa,gris,0,1,0,0,0,0,1,2000
Fiat,Punto,2010,232226,Hybride,Manuelle,tres bon etat,compacte,125,1.7,1,0,local,Gafsa,bleu,1,0,0,0,1,0,1,2000
Audi,A6,2007,403074,Diesel,Automatique,tres bon etat,SUV,149,1.9,2,0,imported,Gabes,argent,0,0,0,0,0,0,1,2000
Volkswagen,Passat,2018,168889,Essence,Manuelle,tres bon etat,berline,165,2.0,1,0,local,Sfax,noir,0,1,0,1,0,0,0,10675
Mitsubishi,Outlander,2006,197269,Essence,Automatique,moyen,citadine,95,0.9,4,0,imported,Bizerte,beige,0,0,0,1,0,0,0,2000
Volkswagen,Golf 6,2022,23248,Essence,Manuelle,bon etat,break,154,2.0,3,0,local,Ariana,noir,1,0,1,0,1,0,0,21262
Nissan,X-Trail,2017,146094,Hybride,Manuelle,tres bon etat,break,132,1.7,3,0,local,Sfax,rouge,0,0,1,1,0,0,0,9853
Dacia,Duster,2012,183443,Essence,Automatique,bon etat,monospace,157,2.3,1,0,imported,Tunis,vert,0,0,0,1,0,0,1,2000
Nissan,X-Trail,2019,66734,Essence,Manuelle,a reparer,compacte,93,1.0,4,0,imported,Ariana,rouge,0,0,0,0,1,0,0,7621
Peugeot,207,2015,156463,Essence,Manuelle,excellent,monospace,127,1.7,1,0,local,Sfax,argent,0,0,0,0,0,1,0,5303
Renault,Clio,2017,135010,Diesel,Manuelle,excellent,SUV,151,1.7,1,0,imported,Gafsa,bleu,0,1,1,0,0,1,0,8523
Audi,A3,2006,142970,Essence,Manuelle,bon etat,break,104,1.1,1,0,local,Nabeul,rouge,0,0,1,0,1,1,0,6529
Nissan,Qashqai,2022,40735,Diesel,Automatique,bon etat,citadine,62,0.9,2,0,local,Bizerte,argent,1,0,1,1,0,0,1,21493
Kia,Carens,2006,233665,Essence,Manuelle,tres bon etat,SUV,170,2.2,3,0,local,Gafsa,blanc,0,1,0,0,1,0,0,2000
Ford,Focus,2011,236175,Diesel,Manuelle,bon etat,compacte,98,1.2,3,0,local,Sousse,rouge,0,1,0,0,1,0,1,2000
Toyota,Rav4,2020,77122,Essence,Automatique,tres bon etat,citadine,83,0.9,3,0,local,Sfax,rouge,0,1,1,0,0,0,0,19333
Renault,Megane,2015,195114,Diesel,Manuelle,excellent,SUV,204,2.7,1,1,local,Ariana,noir,0,1,0,1,0,0,0,4062
Peugeot,301,2021,42332,Diesel,Manuelle,bon etat,SUV,126,1.7,1,0,local,Ariana,noir,1,0,1,1,0,1,1,18126
Nissan,Micra,2015,113612,Essence,Automatique,tres bon etat,citadine,63,0.9,2,0,imported,Bizerte,gris,1,0,0,0,0,1,1,6276
Chery,Arrizo,2021,87291,Diesel,Manuelle,bon etat,compacte,93,1.3,2,1,imported,Bizerte,noir,1,0,1,0,0,0,0,7982
Kia,Sportage,2013,273145,Essence,Automatique,bon etat,compacte,94,1.4,1,0,local,Ben Arous,noir,0,0,1,0,0,0,0,2000
Mercedes,GLA,2006,274114,Essence,Manuelle,moyen,break,150,1.9,3,0,local,Gafsa,rouge,1,0,0,1,1,1,0,3492
Audi,A3,2012,334657,Essence,Automatique,tres bon etat,compacte,108,1.1,4,0,imported,Ben Arous,beige,1,1,0,0,0,1,1,9035
Volkswagen,Passat,2021,24017,Essence,Manuelle,excellent,SUV,172,2.2,2,0,imported,Tunis,noir,0,0,0,0,0,1,1,23903
Suzuki,Celerio,2019,48222,Diesel,Automatique,moyen,break,136,1.8,2,0,local,Sousse,beige,0,0,0,0,0,1,0,7908
Opel,Astra,2022,43457,Essence,Manuelle,tres bon etat,berline,162,2.1,2,0,imported,Gabes,rouge,1,0,0,0,0,1,0,15863
BMW,116i,2014,164990,Essence,Manuelle,tres bon etat,SUV,199,2.4,2,0,local,Ben Arous,vert,1,1,1,0,0,1,0,18665
Peugeot,207,2011,181757,Essence,Manuelle,tres bon etat,monospace,153,2.0,2,0,imported,Nabeul,blanc,1,0,0,0,0,0,0,2000
Hyundai,Accent,2008,206641,Essence,Manuelle,bon etat,compacte,88,0.9,1,0,imported,Gafsa,rouge,1,0,0,0,1,0,1,2000
Nissan,X-Trail,2023,21431,Diesel,Manuelle,tres bon etat,monospace,160,2.2,3,0,imported,Kairouan,blanc,0,1,0,1,1,0,0,24577
Mitsubishi,Lancer,2013,200949,Diesel,Automatique,tres bon etat,citadine,61,0.9,2,0,local,Gafsa,noir,0,0,0,1,1,1,1,3486
Chery,Arrizo,2013,232066,Essence,Manuelle,tres bon etat,compacte,114,1.3,2,1,local,Gafsa,blanc,0,0,1,1,1,0,0,2000
Chery,Tiggo,2021,28275,Essence,Automatique,bon etat,compacte,86,1.3,1,0,imported,Kairouan,argent,1,1,0,0,0,0,1,15084
Kia,Carens,2020,67373,Essence,Manuelle,moyen,compacte,129,1.8,1,1,local,Bizerte,rouge,0,0,1,1,1,0,0,8649
Audi,Q3,2021,84316,Diesel,Manuelle,bon etat,SUV,125,1.5,1,0,imported,Bizerte,blanc,1,1,0,0,0,0,0,40585
Mitsubishi,Lancer,2022,26711,Essence,Automatique,excellent,break,134,1.3,2,0,local,Nabeul,gris,1,0,1,1,1,0,0,21968
Mercedes,C180,2023,28647,Diesel,Manuelle,tres bon etat,break,111,1.5,2,0,imported,Gabes,noir,1,1,0,0,0,0,0,62614
Dacia,Sandero,2021,56433,Diesel,Manuelle,bon etat,break,153,2.1,2,0,local,Kairouan,argent,0,0,1,1,0,0,1,10837
Fiat,Punto,2010,107438,Essence,Automatique,tres bon etat,SUV,135,1.0,1,1,local,Sousse,beige,1,0,0,0,0,0,0,2000
Nissan,X-Trail,2009,198038,Essence,Manuelle,moyen,break,155,1.8,2,0,imported,Kairouan,argent,1,0,1,0,0,0,0,2000
Hyundai,Tucson,2016,160100,Essence,Manuelle,tres bon etat,SUV,167,2.0,3,1,local,Gabes,rouge,1,1,1,1,1,0,0,7123
Opel,Insignia,2022,51357,Essence,Manuelle,bon etat,break,123,1.9,3,0,local,Ariana,rouge,1,1,1,0,0,0,0,14230
Renault,Symbol,2023,26266,Diesel,Manuelle,bon etat,citadine,73,1.0,2,0,local,Gabes,blanc,0,1,1,1,1,0,1,21377
BMW,520d,2020,55834,Diesel,Manuelle,tres bon etat,compacte,95,1.0,2,0,local,Nabeul,rouge,0,1,1,0,0,1,0,40874
Mitsubishi,Lancer,2005,425629,Essence,Manuelle,tres bon etat,compacte,99,1.4,2,0,local,Ben Arous,blanc,0,0,1,0,0,1,0,2000
Kia,Picanto,2006,112333,Essence,Manuelle,tres bon etat,SUV,180,2.3,2,0,local,Ben Arous,beige,1,0,0,0,0,0,0,2000
Peugeot,2008,2015,207261,Essence,Manuelle,excellent,SUV,210,2.6,1,0,local,Ben Arous,argent,0,1,0,0,1,1,0,5146
Fiat,500,2022,59201,Essence,Automatique,excellent,monospace,137,1.9,3,0,imported,Gafsa,blanc,0,1,0,0,0,0,0,13970
Ford,Fiesta,2018,129010,Diesel,Manuelle,tres bon etat,monospace,126,1.3,2,0,imported,Bizerte,bleu,0,0,0,0,1,0,1,8873
Volkswagen,Golf 7,2016,194459,Essence,Manuelle,tres bon etat,break,147,2.0,2,0,local,Gafsa,noir,0,0,0,1,1,0,1,8563
Chery,Tiggo,2015,172202,Essence,Manuelle,tres bon etat,SUV,203,2.9,1,0,local,Ariana,gris,1,0,0,0,0,0,0,2899
Volkswagen,Golf 7,2020,29314,Essence,Automatique,moyen,break,135,2.0,2,0,local,Kairouan,gris,0,0,0,1,1,0,0,17116
Fiat,Punto,2016,122696,Diesel,Manuelle,bon etat,break,107,0.9,2,0,local,Tunis,argent,0,0,1,1,0,0,0,4708
Renault,Clio,2023,25903,Diesel,Manuelle,tres bon etat,SUV,207,2.8,4,0,local,Ben Arous,gris,0,0,0,1,0,0,0,19113
Toyota,Hiace,2015,208160,Essence,Automatique,bon etat,SUV,220,2.9,1,0,imported,Ben Arous,rouge,1,0,0,1,1,1,0,6382
Dacia,Logan,2020,57785,Diesel,Manuelle,bon etat,break,130,1.7,1,0,local,Kairouan,bleu,1,0,0,1,0,0,1,10129
Audi,Q3,2023,28675,Essence,Automatique,tres bon etat,SUV,172,2.0,1,0,local,Sousse,beige,1,1,1,1,0,0,1,62161
Nissan,X-Trail,2023,53881,Essence,Manuelle,tres bon etat,SUV,127,1.8,2,0,imported,Sfax,vert,0,0,1,0,1,1,0,24566
Audi,A3,2017,152859,Essence,Manuelle,tres bon etat,citadine,86,1.1,1,0,local,Gafsa,gris,0,0,0,0,1,0,1,25609
Renault,Symbol,2016,111463,Diesel,Manuelle,bon etat,monospace,140,1.7,1,0,local,Kairouan,beige,0,0,0,1,0,1,1,8196
Fiat,500,2021,54235,Essence,Automatique,tres bon etat,citadine,71,0.9,1,0,local,Sfax,noir,1,1,1,0,1,0,0,14494
Fiat,Punto,2006,237600,Diesel,Automatique,a reparer,citadine,92,0.9,2,0,local,Sfax,beige,1,1,1,1,0,0,0,2000
Audi,Q3,2017,124262,Diesel,Manuelle,tres bon etat,SUV,143,1.4,1,0,imported,Nabeul,vert,0,0,0,1,0,0,0,27806
Nissan,Qashqai,2023,17721,Essence,Manuelle,moyen,SUV,166,2.1,2,0,local,Gabes,gris,0,0,1,1,1,0,1,18921
Hyundai,i20,2023,32020,Diesel,Manuelle,bon etat,berline,179,2.3,1,0,local,Ariana,beige,0,0,1,0,0,0,0,18385
Renault,Symbol,2023,33288,Diesel,Manuelle,bon etat,compacte,115,1.6,2,0,local,Ariana,rouge,1,0,1,0,1,1,0,19892
Nissan,X-Trail,2018,125658,Hybride,Manuelle,moyen,compacte,102,1.4,2,1,imported,Sousse,beige,0,1,0,1,0,1,0,8061
Renault,Kangoo,2023,28659,Diesel,Manuelle,bon etat,SUV,132,1.9,1,0,local,Tunis,argent,1,1,0,0,0,0,0,19508
BMW,320i,2015,111678,Essence,Manuelle,excellent,monospace,119,1.1,2,0,local,Gabes,argent,1,0,0,0,0,1,0,24078
Chery,Tiggo,2008,210110,Diesel,Manuelle,tres bon etat,compacte,110,1.4,1,0,local,Bizerte,bleu,1,0,0,0,0,0,0,2000
Opel,Insignia,2019,101467,Essence,Manuelle,moyen,citadine,81,0.9,1,0,local,Nabeul,gris,1,0,1,0,0,1,0,8250
Opel,Insignia,2024,11514,Essence,Automatique,tres bon etat,SUV,164,1.9,1,0,imported,Bizerte,blanc,0,1,1,1,0,1,1,25262
Peugeot,308,2017,132739,Essence,Manuelle,tres bon etat,citadine,92,1.3,1,1,local,Tunis,vert,1,1,0,0,1,0,0,7751
Dacia,Duster,2005,254792,Essence,Manuelle,moyen,break,119,1.5,1,0,local,Tunis,argent,0,1,0,0,0,1,1,2000
Kia,Rio,2012,225976,Diesel,Manuelle,bon etat,SUV,166,1.6,1,1,imported,Kairouan,rouge,1,0,1,1,0,1,1,2000
Toyota,Rav4,2015,124055,Diesel,Manuelle,bon etat,berline,160,2.1,1,0,local,Bizerte,bleu,1,1,1,0,1,0,0,10349
Chery,Arrizo,2024,10207,Essence,Automatique,bon etat,SUV,190,2.2,1,0,local,Ben Arous,vert,1,0,0,0,0,1,0,18461
Dacia,Sandero,2007,280858,Essence,Manuelle,tres bon etat,berline,174,2.2,2,1,local,Gafsa,bleu,0,0,0,1,0,1,0,2000
Volkswagen,Golf 7,2017,116320,Essence,Manuelle,bon etat,compacte,107,1.7,1,0,local,Gabes,vert,0,1,1,1,0,0,1,12318
Volkswagen,Golf 7,2009,252225,Essence,Manuelle,bon etat,compacte,98,1.3,2,0,local,Bizerte,vert,1,1,0,0,1,0,0,2000
Fiat,Punto,2023,45846,Essence,Automatique,tres bon etat,break,111,1.2,1,1,local,Gabes,vert,1,0,0,1,0,1,0,12336
Hyundai,i10,2023,33344,Hybride,Automatique,bon etat,compacte,101,1.5,1,0,local,Bizerte,argent,0,0,0,0,0,1,0,19202
Mercedes,C180,2015,157880,Essence,Automatique,bon etat,berline,132,1.6,1,1,local,Sfax,beige,0,1,0,0,0,1,0,15338
Chery,Arrizo,2012,26010,Essence,Manuelle,tres bon etat,break,144,1.7,3,0,local,Ariana,gris,0,0,1,1,0,0,0,5794
Suzuki,Vitara,2013,125496,Diesel,Automatique,tres bon etat,SUV,185,2.4,2,0,imported,Ariana,beige,1,0,1,1,1,1,1,6677
Kia,Picanto,2020,86992,Essence,Automatique,bon etat,citadine,72,0.9,1,0,local,Bizerte,blanc,0,1,1,1,1,0,1,13031
BMW,320i,2021,75530,Essence,Manuelle,tres bon etat,monospace,134,1.6,1,0,local,Sousse,argent,1,0,1,0,0,0,1,45141
Renault,Clio,2017,11716,Diesel,Manuelle,bon etat,compacte,95,1.1,3,0,local,Nabeul,noir,0,0,0,0,0,0,0,8732
Hyundai,Accent,2008,382630,Diesel,Manuelle,tres bon etat,compacte,114,1.7,3,0,local,Kairouan,noir,0,0,0,1,1,1,1,2000
Mercedes,GLA,2023,27367,Essence,Automatique,tres bon etat,break,105,1.4,2,0,local,Gafsa,blanc,1,1,0,0,1,0,1,68524
Suzuki,Celerio,2024,19149,Diesel,Automatique,tres bon etat,monospace,100,1.4,2,0,imported,Gafsa,beige,0,0,0,0,0,0,1,21667
Renault,Kangoo,2012,254669,Essence,Manuelle,tres bon etat,compacte,116,2.0,2,0,local,Ariana,argent,0,1,1,0,0,1,1,2000
Toyota,Rav4,2023,38235,Diesel,Manuelle,moyen,citadine,61,0.9,2,0,local,Ariana,noir,1,0,1,1,1,0,1,23210
Chery,Tiggo,2021,72688,Essence,Manuelle,bon etat,berline,155,2.2,3,0,local,Sousse,beige,1,0,0,1,0,0,0,12087
Chery,Tiggo,2017,130077,Essence,Manuelle,moyen,berline,138,1.9,2,0,local,Gabes,vert,0,0,0,1,0,0,1,6091
Ford,Focus,2019,68295,Essence,Manuelle,bon etat,citadine,89,1.1,2,1,local,Gabes,rouge,0,1,0,1,1,1,0,9026
Toyota,Avensis,2005,374667,Diesel,Manuelle,excellent,SUV,218,2.2,2,0,imported,Sousse,gris,1,0,1,1,0,1,0,2000
Nissan,Qashqai,2024,11615,Essence,Manuelle,tres bon etat,break,141,1.9,1,0,local,Bizerte,bleu,0,0,0,0,1,0,0,24984
BMW,118i,2022,21928,Essence,Manuelle,moyen,compacte,97,1.2,3,1,imported,Ben Arous,rouge,0,1,0,1,1,0,0,33663
Dacia,Sandero,2018,75770,Essence,Manuelle,tres bon etat,citadine,87,1.1,1,0,local,Gafsa,vert,0,0,0,0,0,0,1,6899
Peugeot,2008,2016,81002,Essence,Manuelle,bon etat,break,150,2.0,1,0,imported,Gafsa,argent,0,1,1,1,0,1,0,10543
Toyota,Avensis,2022,53577,Essence,Automatique,bon etat,citadine,67,0.9,1,0,imported,Ariana,vert,0,0,0,0,1,0,1,23267
Toyota,Rav4,2015,82593,Diesel,Manuelle,moyen,compacte,85,1.0,2,0,local,Gabes,beige,0,0,1,0,0,0,0,8035
Mitsubishi,Outlander,2008,392408,Essence,Automatique,tres bon etat,citadine,83,1.0,1,1,imported,Gabes,rouge,1,1,0,0,0,1,1,2000
Dacia,Logan,2018,64515,Diesel,Automatique,moyen,citadine,94,1.1,3,1,local,Ariana,beige,1,1,0,1,0,0,0,5507
Chery,Arrizo,2022,34626,Essence,Automatique,moyen,SUV,169,1.8,2,0,imported,Gafsa,vert,1,1,0,1,0,1,0,12761
Opel,Corsa,2019,62219,Essence,Automatique,tres bon etat,SUV,183,2.2,1,0,imported,Ariana,argent,0,1,1,1,0,1,0,12220
Renault,Megane,2020,94615,Essence,Manuelle,tres bon etat,citadine,68,0.9,2,0,local,Gabes,vert,1,0,1,1,0,0,1,14546
Peugeot,3008,2016,160380,Essence,Manuelle,bon etat,compacte,91,1.2,1,0,local,Ben Arous,argent,1,1,0,0,1,0,0,7974
Peugeot,301,2005,283768,Diesel,Automatique,bon etat,berline,148,2.1,2,0,local,Nabeul,vert,0,1,1,1,0,1,1,2000
Fiat,500,2023,41383,Essence,Manuelle,tres bon etat,break,129,1.6,1,1,imported,Gafsa,noir,1,0,0,0,0,0,0,11687
Hyundai,i20,2019,171585,Diesel,Manuelle,bon etat,compacte,87,1.0,1,0,local,Bizerte,argent,0,1,0,0,1,1,1,9746
Volkswagen,Golf 4,2013,225135,Essence,Automatique,tres bon etat,break,101,1.5,2,0,local,Kairouan,vert,0,0,1,0,1,1,1,4738
Toyota,Rav4,2024,15986,Diesel,Automatique,bon etat,compacte,112,1.5,1,0,local,Ariana,noir,1,1,1,1,0,0,1,31534
Kia,Rio,2014,69902,Essence,Manuelle,tres bon etat,berline,135,1.5,3,0,imported,Kairouan,argent,1,1,1,1,0,1,1,9259
Mitsubishi,Lancer,2013,273818,Diesel,Manuelle,bon etat,monospace,118,1.9,1,0,local,Kairouan,beige,0,0,0,0,1,1,1,2000
Dacia,Sandero,2018,148792,Diesel,Manuelle,bon etat,compacte,90,1.3,2,0,local,Kairouan,bleu,1,0,0,1,0,1,0,4806
Hyundai,i10,2020,85417,Hybride,Automatique,tres bon etat,SUV,134,1.9,1,0,local,Nabeul,argent,0,0,1,0,1,0,0,14914
Ford,Kuga,2009,303972,Essence,Manuelle,bon etat,compacte,125,1.5,3,0,local,Kairouan,bleu,1,0,1,1,0,0,0,2000
Fiat,Tipo,2024,15243,Diesel,Manuelle,moyen,break,149,2.0,2,1,local,Ben Arous,gris,0,0,1,0,1,1,0,11884
Kia,Picanto,2014,255484,Diesel,Automatique,bon etat,break,141,2.1,2,0,local,Sfax,beige,0,0,1,0,1,0,1,2000
Chery,Tiggo,2008,197141,Diesel,Manuelle,moyen,break,150,1.9,1,0,local,Kairouan,blanc,1,0,0,0,1,1,0,2000
Hyundai,Accent,2017,86985,Essence,Manuelle,moyen,break,150,2.3,1,0,imported,Ben Arous,blanc,1,0,1,0,1,1,1,9523
Nissan,X-Trail,2008,172812,Hybride,Manuelle,tres bon etat,break,146,1.8,3,0,local,Ariana,noir,0,1,0,0,0,1,0,2000
Chery,Tiggo,2011,293418,Essence,Automatique,bon etat,citadine,65,0.9,2,0,local,Nabeul,beige,0,0,0,0,0,0,0,2000
Dacia,Sandero,2014,308717,Essence,Automatique,bon etat,monospace,153,1.8,2,0,local,Gabes,noir,1,1,0,0,0,0,0,2000
Fiat,Punto,2021,54442,Essence,Manuelle,bon etat,berline,122,1.4,2,0,imported,Sousse,gris,0,0,1,0,0,1,0,10084
Peugeot,207,2006,48397,Essence,Manuelle,tres bon etat,citadine,91,1.0,1,0,local,Sfax,argent,0,1,0,1,0,0,0,3693
Mitsubishi,Lancer,2010,228537,Diesel,Automatique,tres bon etat,compacte,121,1.5,2,0,imported,Sfax,bleu,1,0,0,0,0,1,1,2000
Volkswagen,Golf 5,2011,160312,Essence,Manuelle,excellent,monospace,137,1.9,1,0,local,Tunis,vert,1,0,0,1,0,0,0,4012
Mitsubishi,Lancer,2008,202578,Diesel,Manuelle,tres bon etat,compacte,98,1.3,2,0,local,Bizerte,argent,0,0,1,1,0,0,0,2000
Volkswagen,Polo,2020,98996,Diesel,Manuelle,excellent,compacte,105,1.5,2,0,local,Bizerte,gris,1,0,1,0,0,0,0,18002
Suzuki,Celerio,2007,132851,Essence,Manuelle,bon etat,berline,126,1.6,3,1,imported,Ben Arous,beige,1,1,1,0,0,1,0,2000
Mitsubishi,Outlander,2006,340276,Essence,Automatique,moyen,citadine,87,1.3,2,0,local,Sousse,rouge,1,1,1,1,1,1,1,2000
Kia,Carens,2015,205775,Diesel,Automatique,tres bon etat,SUV,185,2.1,2,1,local,Kairouan,rouge,0,0,0,1,0,0,0,2356
